Rxn,cytosol,plastid,plasma membrane,mitochondria,peroxisome,vacuole,thylakoid,inner mitochondrial matrix
UDP_ARABINOSE_4_EPIMERASE_RXN,1,0,0,1,0,0,0,0
RIBONUCLEOSIDE_DIP_REDUCTII_RXN,0,1,0,0,0,0,0,0
1_8_3_5_RXN,1,0,0,0,0,0,0,0
RXN_6201,0,0,0,0,1,0,0,0
GLUTATHIONE_REDUCT_NADPH_RXN,0,1,0,0,0,0,0,0
RXN_10862,1,1,0,1,0,0,0,0
PSERTRANSAM_RXN,0,1,0,0,0,0,0,0
RXN1F_155,0,1,0,0,0,0,0,0
RXN_11662,0,0,0,0,1,0,0,0
RXN1F_152,0,1,0,0,0,0,0,0
RXN1F_151,0,1,0,0,0,0,0,0
RXN1F_150,0,1,0,0,0,0,0,0
GLYCEROL_3_PHOSPHATE_DEHYDROGENASE_RXN,1,1,0,0,1,0,0,0
mzrxn41,0,0,0,0,0,0,0,0
RXN66_342,1,0,0,0,0,0,0,0
R01870,0,1,0,0,0,0,0,0
rxn4fs_13,1,0,0,0,0,0,0,0
GLYRIBONUCSYN_RXN,0,1,0,1,0,0,0,0
1_14_99_37_RXN,1,0,0,0,0,0,0,0
RXN_13162,1,0,0,0,0,0,0,0
RXN_13161,1,0,0,0,0,0,0,0
MANNPISOM_RXN,1,1,0,0,0,0,0,0
mzrxn45,0,0,0,0,0,0,0,0
SUCROSE_PHOSPHATE_SYNTHASE_RXN,1,0,0,0,0,0,0,0
mzrxn46,0,0,0,0,0,0,0,0
PABASYN_RXN,0,1,0,0,0,0,0,0
R02437,1,0,0,0,0,0,0,0
RXN_3303,1,0,0,0,0,0,0,0
TRIOKINASE_RXN,1,0,0,0,0,0,0,0
2_OCTAPRENYL_METHOXY_BENZOQ_METH_RXN,1,0,0,0,0,0,0,0
TYROSINE_DECARBOXYLASE_RXN,1,0,0,0,0,0,0,0
RXN_7799,1,0,0,0,0,0,0,0
2_5_1_64_RXN,1,0,0,0,0,0,0,0
niacinamide_c2,0,0,0,0,0,0,0,0
R01308,0,1,0,0,0,0,0,0
2_4_99_4_RXN,1,0,0,0,0,0,0,0
RXN_7920,1,0,0,0,0,0,0,0
RXN_7775,1,0,0,0,0,0,0,0
RXN_12682,1,0,0,0,0,0,0,0
DIAMACTRANS_RXN,1,0,0,0,0,0,0,0
RXN_9461,1,0,0,0,0,0,0,0
GLYCEROL_KIN_RXN,1,0,0,1,0,0,0,0
2_4_1_142_RXN,1,0,0,0,0,0,0,0
RXN_MG_PROTOPORPHYRIN_METHYLESTER_SYN,0,1,0,0,0,0,0,0
1_14_13_70_RXN,1,0,0,0,0,0,0,0
2_5_1_51_RXN,0,1,0,0,0,0,0,0
__MENTHOL_DEHYDROGENASE_RXN,1,0,0,0,0,0,0,0
3_2_1_162_RXN,1,0,0,0,0,0,0,0
NICOTINAMID_RXN,1,0,0,0,0,0,0,0
ALLYSINE_DEHYDROG_RXN,1,0,0,0,0,0,0,0
RXN_8082,1,0,0,0,0,0,0,0
NADH_KINASE_RXN,0,0,0,1,0,0,0,0
2_4_1_115_RXN,1,0,0,0,0,0,0,0
R01016,1,1,0,0,0,0,0,0
RXN_8084,1,0,0,0,0,0,0,0
2_1_1_143_RXN,1,0,0,0,0,0,0,0
S_NORLAUDANOSOLINE_SYNTHASE_RXN,1,0,0,0,0,0,0,0
RXN_12160,1,0,0,0,0,0,0,0
UDP_GLUCURONATE_4_EPIMERASE_RXN,1,0,0,0,0,0,0,0
THRESYN_RXN,0,1,0,0,0,0,0,0
6PFRUCTPHOS_RXN,1,1,0,0,0,0,0,0
RXN_9939,1,0,0,0,0,0,0,0
RXN_17428,0,1,0,0,0,0,0,0
#NAME?,1,1,1,1,1,1,1,1
IGPSYN_RXN,0,1,0,0,0,0,0,0
2_6_1_80_RXN,1,0,0,0,0,0,0,0
RXN_12610,1,0,0,0,0,0,0,0
PHOSPHOLIPASE_A1_RXN,1,0,0,0,0,0,0,0
RXN_12616,1,0,0,0,0,0,0,0
RXN_12617,1,0,0,0,0,0,0,0
RXN_12346,1,0,0,0,0,0,0,0
R01273,1,0,0,0,0,0,0,0
BIOTIN_CARBOXYL_RXN,0,1,0,1,0,0,0,0
URACIL_PRIBOSYLTRANS_RXN,0,1,0,0,0,0,0,0
RXN_9205,1,0,0,0,0,0,0,0
UDPGLUCEPIM_RXN,1,1,0,0,0,0,0,0
R01473,1,0,0,0,0,0,0,0
XMPXAN_RXN,1,1,0,0,0,0,0,0
aconitatehydr_rxn,0,0,0,1,0,0,0,0
CARBOXYCYCLOHEXADIENYL_DEHYDRATASE_RXN,0,1,0,0,0,0,0,0
1_11_1_15_RXN,1,0,0,0,0,0,0,0
CDPDIGLYSYN_RXN,0,1,0,0,0,0,0,0
RXN_9684,1,0,0,0,0,0,0,0
3_7_1_8_RXN,1,0,0,0,0,0,0,0
RXN_13675,1,0,0,0,0,0,0,0
PYRIDOXINE_4_DEHYDROGENASE_RXN,0,1,0,0,0,0,0,0
RXN_9689,1,0,0,0,0,0,0,0
MR00376,1,0,0,0,0,0,0,0
MR00377,1,0,0,0,0,0,0,0
MR00374,1,0,0,0,0,0,0,0
MR00375,1,0,0,0,0,0,0,0
GLYCOGEN_BRANCH_RXN,0,1,0,0,0,0,0,0
PHOSPHATIDATE_PHOSPHATASE_RXN,0,1,1,0,0,0,0,0
2OXOGLUTDECARB_RXN,1,0,0,0,0,0,0,0
MR00378,1,0,0,0,0,0,0,0
AMIDASE_RXN,1,0,0,0,0,0,0,0
2_3_1_99_RXN,1,0,0,0,0,0,0,0
ANTHRANSYN_RXN,0,1,0,0,0,0,0,0
RXN_7948,1,0,0,0,0,0,0,0
RXN_5841,1,0,0,0,0,0,0,0
RXN_7945,1,0,0,0,0,0,0,0
RXN_1321,0,1,0,0,0,0,0,0
RXN1F_148,0,1,0,0,0,0,0,0
1_1_1_141_RXN,1,0,0,0,0,0,0,0
RXN_6421,1,0,0,0,0,0,0,0
RXN0_1441,1,0,0,0,1,0,0,0
RXN_12587,1,0,0,0,0,0,0,0
BRANCHED_CHAINAMINOTRANSFERVAL_RXN,0,1,0,1,0,0,0,0
RXN_12588,1,0,0,0,0,0,0,0
OROPRIBTRANS_RXN,1,1,0,0,0,0,0,0
mzrxn17,0,0,0,0,0,0,0,0
mzrxn16,0,0,0,0,0,0,0,0
mzrxn15,0,0,0,0,0,0,0,0
mzrxn14,0,0,0,0,0,0,0,0
mzrxn13,0,0,0,0,0,0,0,0
mzrxn12,0,0,0,0,0,0,0,0
mzrxn11,0,0,0,0,0,0,0,0
RXN1G_469,1,0,0,0,0,0,0,0
RXN1G_460,1,0,0,0,0,0,0,0
mzrxn18,0,0,0,0,0,0,0,0
RXN_11837,0,1,0,0,0,0,0,0
1_2_3_14_RXN,0,1,0,0,0,0,0,0
DLACTDEHYDROGNAD_RXN,1,0,0,0,0,0,0,0
RXN_11832,1,1,0,1,0,0,0,0
RXN_4305,1,0,0,0,0,0,0,0
RXN_4307,1,0,0,0,0,0,0,0
RXN_4303,1,0,0,0,0,0,0,0
BRANCHED_CHAINAMINOTRANSFERILEU_RXN,0,1,0,1,0,0,0,0
MYO_INOSITOL_1OR_4_MONOPHOSPHATASE_RXN,1,1,0,0,0,0,0,0
ADENYLYLSULFKIN_RXN,0,1,0,0,0,0,0,0
URUR_RXN,0,0,0,0,1,0,0,0
RXN_10139,1,0,0,0,0,0,0,0
RIBOSYLPYRIMIDINE_NUCLEOSIDASE_RXN,1,0,0,0,0,0,0,0
RXN_16117,1,0,0,0,0,0,0,0
RXN_15130,0,1,0,0,0,0,0,0
RXN_15131,0,1,0,0,0,0,0,0
RXN1G_517,1,0,0,0,0,0,0,0
RXN_5141,1,0,0,0,0,0,0,0
HISTAMINOTRANS_RXN,0,1,0,0,0,0,0,0
histaldehyd_rxn,0,1,0,0,0,0,0,0
GLUTCYSLIG_RXN,0,1,0,0,0,0,0,0
PROTOPORGENOXI_RXN,0,1,0,0,0,0,0,0
RXN1F_93,1,0,0,0,0,0,0,0
RXN_14026,1,0,0,0,0,0,0,0
RXN_14025,1,1,0,0,0,0,0,0
RXN_14024,1,0,0,0,0,0,0,0
RXN_14029,1,0,0,0,0,0,0,0
RXN0_308,1,0,0,0,0,0,0,0
RXN0_302,0,1,0,0,0,0,0,0
ATPASE_RXN,1,1,0,1,0,0,0,0
ADENOSINE_KINASE_RXN,0,1,0,0,0,0,0,0
2_4_1_121_RXN,1,0,0,0,0,0,0,0
RXN_12726,1,0,0,0,0,0,0,0
SPERMIDINESYN_RXN,1,0,0,1,0,0,0,0
RXN_11838,1,0,0,0,0,0,0,0
RXN0_6274,1,0,0,0,0,0,0,0
LOGANATE_O_METHYLTRANSFERASE_RXN,1,0,0,0,0,0,0,0
RXN66_1,1,1,0,0,1,0,0,0
METHENYLTHFCYCLOHYDRO_RXN,1,1,0,0,0,0,0,0
CYCLOEUCALENOL_CYCLOISOMERASE_RXN,1,0,0,0,0,0,0,0
RXN_13426,1,0,0,0,0,0,0,0
RXN_18244,1,1,0,1,0,0,0,0
GAMMA_GLUTAMYLTRANSFERASE_RXN,1,0,0,0,0,0,0,0
ALDOSE_6_PHOSPHATE_REDUCTASE_NADPH_RXN,1,0,0,0,0,0,0,0
MALSYN_RXN,1,0,0,1,0,0,0,0
3_CH3_2_OXOBUTANOATE_OH_CH3_XFER_RXN,0,1,0,1,0,0,0,0
6_3_5_7_RXN,1,0,0,0,0,0,0,0
RXN_14518,1,0,0,0,0,0,0,0
RXN_14516,1,0,0,0,0,0,0,0
RXN1F_147,0,1,0,0,0,0,0,0
NUCLEOTIDE_PYROPHOSPHATASE_RXN,1,0,0,0,0,0,0,0
1_PHOSPHATIDYLINOSITOL_KINASE_RXN,0,1,0,0,0,0,0,0
FPPSYN_RXN,0,1,0,0,0,0,0,0
RXN66_3,0,0,0,1,0,0,0,0
RXN_13295,1,0,0,0,0,0,0,0
RXN_13397,1,0,0,0,0,0,0,0
RXN66_354,1,0,0,0,0,0,0,0
ALDOSE_1_DEHYDROGENASE_RXN,1,0,0,0,0,0,0,0
RXN66_353,1,0,0,0,0,0,0,0
